"station_id"	"stationname"	"date"	"daytype"	"rides"	"ADA"	"RED"	"BLUE"	"G"	"BRN"	"P"	"Pexp"	"Y"	"Pnk"	"O"	"Location"	"Latitude"	"Longitude"
41670	"Conservatory"	2020-03-15	"U"	451	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2013-07-02	"W"	849	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2020-08-02	"U"	299	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2017-04-03	"W"	900	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2007-07-16	"W"	864	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2021-11-09	"W"	569	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2005-06-05	"U"	323	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2005-04-29	"W"	757	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2011-09-25	"U"	506	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2012-03-30	"W"	836	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2010-02-20	"A"	551	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2008-06-11	"W"	818	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2013-10-29	"W"	1054	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2016-10-09	"U"	548	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2016-09-29	"W"	1035	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2007-12-04	"W"	861	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2009-09-01	"W"	905	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2006-01-04	"W"	528	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2011-10-22	"A"	665	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2006-12-26	"W"	423	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2004-01-24	"A"	263	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2005-06-09	"W"	778	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2002-01-02	"W"	441	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2009-07-26	"U"	475	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2017-06-02	"W"	986	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2009-08-11	"W"	846	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2005-10-26	"W"	794	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2011-08-28	"U"	474	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2003-03-04	"W"	665	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2002-04-27	"A"	654	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2011-07-18	"W"	989	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2008-10-13	"W"	680	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2001-10-01	"W"	607	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2017-04-16	"U"	456	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2008-12-29	"W"	593	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2008-07-03	"W"	1463	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2004-04-30	"W"	642	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2018-06-06	"W"	1028	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2020-05-01	"W"	366	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2011-12-31	"A"	512	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2017-10-28	"A"	523	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2009-05-18	"W"	850	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2021-07-04	"U"	511	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2021-04-28	"W"	509	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2002-10-19	"A"	690	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2013-10-18	"W"	948	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2021-07-10	"A"	526	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2021-02-07	"U"	252	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2001-06-03	"U"	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2010-08-04	"W"	963	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2003-05-09	"W"	728	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2016-04-23	"A"	675	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2017-05-22	"W"	834	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2010-12-03	"W"	746	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2010-05-15	"A"	604	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2003-09-01	"U"	189	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2016-05-22	"U"	569	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2013-12-29	"U"	385	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2009-03-08	"U"	248	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2013-06-18	"W"	883	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2020-09-29	"W"	458	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
41670	"Conservatory"	2021-02-28	"U"	284	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"(41.884904, -87.716523)"	41.884904	-87.716523
